"","pl_name","hostname","sy_snum","sy_pnum","discoverymethod","disc_year","disc_facility","pl_orbper","pl_orbsmax","pl_radj","pl_bmasse","pl_bmassj","pl_bmassprov","pl_orbeccen","pl_insol","pl_eqt","ttv_flag","st_spectype","st_teff","st_rad","st_mass","st_met","st_logg","rastr","ra","decstr","dec","sy_dist","sy_vmagerr2","sy_kmag","sy_gaiamag","pl_pubdate"
"598","Kepler-20 b","Kepler-20",2,6,"Transit",2011,"Kepler",3.6961049,0.04565,0.158,9.7,0.03052,"Mass",0.083,331,1187,0,"",5495,0.92,0.93,0.07,NA,"19h10m47.52s",287.6979913,"+42d20m18.88s",42.3385782,282.563,-0.069,10.871,12.4535,"2023-04"
"599","Kepler-20 c","Kepler-20",2,6,"Transit",2011,"Kepler",10.8540774,0.0936,0.258,11.1,0.03492,"Mass",0.076,78.7,828,0,"",5495,0.92,0.93,0.07,NA,"19h10m47.52s",287.6979913,"+42d20m18.88s",42.3385782,282.563,-0.069,10.871,12.4535,"2023-04"
"600","Kepler-20 d","Kepler-20",2,6,"Transit",2011,"Kepler",77.611455,0.3474,0.232,13.4,0.04216,"Mass",0.082,5.71,430,0,"",5495,0.92,0.93,0.07,NA,"19h10m47.52s",287.6979913,"+42d20m18.88s",42.3385782,282.563,-0.069,10.871,12.4535,"2023-04"
"601","Kepler-20 e","Kepler-20",2,6,"Transit",2011,"Kepler",6.0984882,0.0637,0.073,0.76,0.00239,"Mass",0.092,169.8,1004,0,"",5495,0.92,0.93,0.07,NA,"19h10m47.52s",287.6979913,"+42d20m18.88s",42.3385782,282.563,-0.069,10.871,12.4535,"2023-04"
"602","Kepler-20 f","Kepler-20",2,6,"Transit",2011,"Kepler",19.578328,0.1387,0.085,1.4,0.0044,"Mass",0.094,35.9,681,0,"",5495,0.92,0.93,0.07,NA,"19h10m47.52s",287.6979913,"+42d20m18.88s",42.3385782,282.563,-0.069,10.871,12.4535,"2023-04"
"603","Kepler-2000 b","Kepler-2000",1,2,"Transit",2023,"Kepler",6.3831501,NA,0.296,NA,NA,"",NA,NA,NA,0,"",3757,0.58,0.58,0.48,4.68,"19h02m17.83s",285.5743032,"+49d57m43.64s",49.9621218,320.588,-0.423,12.29,15.2639,"2023-05"
"604","Kepler-2000 c","Kepler-2000",1,2,"Transit",2023,"Kepler",20.6182003,NA,0.196,NA,NA,"",NA,NA,NA,0,"",3757,0.58,0.58,0.48,4.68,"19h02m17.83s",285.5743032,"+49d57m43.64s",49.9621218,320.588,-0.423,12.29,15.2639,"2023-05"
"605","Kepler-2001 b","Kepler-2001",1,2,"Transit",2023,"Kepler",1.09003997,NA,0.106,NA,NA,"",NA,NA,NA,0,"",5081,0.77,0.86,0.12,4.6,"19h26m38.27s",291.6594558,"+50d35m01.89s",50.5838585,776.55,-0.172,13.551,15.7733,"2023-05"
"606","Kepler-2001 c","Kepler-2001",1,2,"Transit",2023,"Kepler",14.09449959,NA,0.364,NA,NA,"",NA,NA,NA,0,"",5081,0.77,0.86,0.12,4.6,"19h26m38.27s",291.6594558,"+50d35m01.89s",50.5838585,776.55,-0.172,13.551,15.7733,"2023-05"
"607","Kepler-21 b","Kepler-21",2,1,"Transit",2012,"Kepler",2.7858212,0.0434,0.146,7.5,0.0236,"Mass",0,2749,2015,0,"",6305,1.9,1.41,-0.03,NA,"19h09m26.87s",287.3619673,"+38d42m50.90s",38.7141384,108.522,-0.03,6.945,8.12832,"2023-04"
"608","Kepler-22 b","Kepler-22",1,1,"Transit",2011,"Kepler",289.863876,0.812,0.187,9.1,0.02863,"Mass",0.72,1.01,279,0,"",5596,0.87,0.86,-0.255,NA,"19h16m52.13s",289.2172051,"+47d53m02.91s",47.8841427,194.642,-0.057,10.152,11.6444,"2023-04"
"609","Kepler-23 b","Kepler-23",1,3,"Transit",2011,"Kepler",7.1,NA,0.146,2.56,0.00805,"Mass",0.017,NA,NA,1,"",5828,1.55,1.08,NA,NA,"19h36m52.54s",294.2189131,"+49d28m45.31s",49.4792536,835.756,-0.172,11.998,13.4015,"2023-01"
"610","Kepler-23 c","Kepler-23",1,3,"Transit",2011,"Kepler",10.74,NA,0.268,7.81,0.02457,"Mass",0.021,NA,NA,1,"",5828,1.55,1.08,NA,NA,"19h36m52.54s",294.2189131,"+49d28m45.31s",49.4792536,835.756,-0.172,11.998,13.4015,"2023-01"
"611","Kepler-23 d","Kepler-23",1,3,"Transit",2014,"Kepler",15.27,NA,0.197,4.44,0.01397,"Mass",0.01,NA,NA,1,"",5828,1.55,1.08,NA,NA,"19h36m52.54s",294.2189131,"+49d28m45.31s",49.4792536,835.756,-0.172,11.998,13.4015,"2023-01"
"612","Kepler-24 b","Kepler-24",1,4,"Transit",2011,"Kepler",8.14,NA,0.209,11.14,0.03505,"Mass",0.023,NA,NA,1,"",6028,1.1,1.06,NA,NA,"19h21m39.18s",290.4132621,"+38d20m37.42s",38.3437283,1156.81,-0.08,13.372,14.9234,"2023-01"
"613","Kepler-24 c","Kepler-24",1,4,"Transit",2011,"Kepler",12.33,NA,0.224,9.99,0.03143,"Mass",0.014,NA,NA,1,"",6028,1.1,1.06,NA,NA,"19h21m39.18s",290.4132621,"+38d20m37.42s",38.3437283,1156.81,-0.08,13.372,14.9234,"2023-01"
"614","Kepler-24 e","Kepler-24",1,4,"Transit",2014,"Kepler",18.99,NA,0.219,NA,NA,"",NA,NA,NA,1,"",6028,1.1,1.06,NA,NA,"19h21m39.18s",290.4132621,"+38d20m37.42s",38.3437283,1156.81,-0.08,13.372,14.9234,"2023-01"
"615","Kepler-26 b","Kepler-26",1,4,"Transit",2011,"Kepler",12.28,NA,0.287,4.85,0.01526,"Mass",0.021,NA,NA,1,"",4124,0.59,0.59,NA,NA,"18h59m45.86s",284.9410627,"+46d33m59.22s",46.5664505,335.307,-0.035,12.63,15.4089,"2023-01"
"616","Kepler-26 c","Kepler-26",1,4,"Transit",2011,"Kepler",17.25,NA,0.277,7.48,0.02353,"Mass",0.013,NA,NA,1,"",4124,0.59,0.59,NA,NA,"18h59m45.86s",284.9410627,"+46d33m59.22s",46.5664505,335.307,-0.035,12.63,15.4089,"2023-01"
"617","Kepler-28 b","Kepler-28",1,2,"Transit",2011,"Kepler",5.91,NA,0.175,1.63,0.00513,"Mass",NA,NA,NA,1,"",4499.3,0.66,0.68,NA,NA,"19h28m32.89s",292.1370409,"+42d25m46.14s",42.4294835,438.359,-0.057,12.719,15.0257,"2023-01"
"618","Kepler-28 c","Kepler-28",1,2,"Transit",2011,"Kepler",8.99,NA,0.166,2.06,0.00648,"Mass",0.017,NA,NA,1,"",4499.3,0.66,0.68,NA,NA,"19h28m32.89s",292.1370409,"+42d25m46.14s",42.4294835,438.359,-0.057,12.719,15.0257,"2023-01"
"619","Kepler-289 b","Kepler-289",1,3,"Transit",2014,"Kepler",34.5383,NA,0.222,3.7,0.01164,"Mass",NA,NA,NA,1,"",5990,1,1.08,0.05,4.47,"19h49m51.68s",297.4653351,"+42d52m58.27s",42.8828517,704.438,-0.069,12.508,13.9628,"2023-02"
"620","Kepler-289 c","Kepler-289",1,3,"Transit",2014,"Kepler",125.8723,NA,1.002,157.18,0.49,"Mass",NA,NA,NA,1,"",5990,1,1.08,0.05,4.47,"19h49m51.68s",297.4653351,"+42d52m58.27s",42.8828517,704.438,-0.069,12.508,13.9628,"2023-02"
"621","Kepler-289 d","Kepler-289",1,3,"Transit",2014,"Kepler",66.0282,NA,0.27,5.33,0.01677,"Mass",NA,NA,NA,1,"",5990,1,1.08,0.05,4.47,"19h49m51.68s",297.4653351,"+42d52m58.27s",42.8828517,704.438,-0.069,12.508,13.9628,"2023-02"
"622","Kepler-290 d","Kepler-290",1,3,"Transit",2023,"Kepler",0.76400799,NA,0.079,NA,NA,"",NA,NA,NA,0,"",5142,0.76,0.84,-0.06,4.6,"19h05m38.41s",286.4100307,"+42d40m53.45s",42.6815137,694.627,-0.08,13.452,15.5648,"2023-05"
"623","Kepler-297 d","Kepler-297",1,3,"Transit",2023,"Kepler",150.0209961,NA,0.635,NA,NA,"",NA,NA,NA,0,"",5618,0.9,0.85,-0.22,4.46,"18h52m50.20s",283.2091605,"+48d46m39.42s",48.7776156,692.14,-0.16,12.78,14.1922,"2023-05"
"624","Kepler-305 b","Kepler-305",1,4,"Transit",2013,"Kepler",5.49,NA,0.252,NA,NA,"",0.005,NA,NA,1,"",5090,0.79,0.83,NA,NA,"19h56m53.82s",299.2242557,"+40d20m35.40s",40.343167,868.477,-0.263,13.702,15.7661,"2023-01"
"625","Kepler-305 c","Kepler-305",1,4,"Transit",2013,"Kepler",8.29,NA,0.223,NA,NA,"",NA,NA,NA,1,"",5090,0.79,0.83,NA,NA,"19h56m53.82s",299.2242557,"+40d20m35.40s",40.343167,868.477,-0.263,13.702,15.7661,"2023-01"
"626","Kepler-305 d","Kepler-305",1,4,"Transit",2014,"Kepler",16.74,NA,0.246,6.2,0.01951,"Mass",NA,NA,NA,1,"",5090,0.79,0.83,NA,NA,"19h56m53.82s",299.2242557,"+40d20m35.40s",40.343167,868.477,-0.263,13.702,15.7661,"2023-01"
"627","Kepler-311 d","Kepler-311",1,3,"Transit",2023,"Kepler",232.0469971,NA,0.185,NA,NA,"",NA,NA,NA,0,"",5903,1.16,0.97,-0.1,4.3,"18h48m14.71s",282.0612731,"+47d05m07.79s",47.0854984,778.654,-0.137,12.418,13.7537,"2023-05"
"628","Kepler-323 b","Kepler-323",1,2,"Transit",2014,"Kepler",1.678328,0.02778,0.123,3.9,0.01227,"Mass",0.095,1900,1838,0,"",6004,1.12,1.01,-0.14,NA,"19h25m31.75s",291.3822988,"+38d07m38.85s",38.1274595,454.883,-0.092,11.354,12.658,"2023-04"
"629","Kepler-323 c","Kepler-323",1,2,"Transit",2014,"Kepler",3.5538229,0.0458,0.14,6.8,0.0214,"Mass",0.095,700,1431,0,"",6004,1.12,1.01,-0.14,NA,"19h25m31.75s",291.3822988,"+38d07m38.85s",38.1274595,454.883,-0.092,11.354,12.658,"2023-04"
"630","Kepler-345 b","Kepler-345",1,2,"Transit",2014,"Kepler",7.42,NA,0.096,NA,NA,"",NA,NA,NA,1,"",4722,0.82,0.79,NA,NA,"19h40m54.92s",295.2288521,"+45d58m15.76s",45.9710432,NA,-0.08,11.551,14.0341,"2023-01"
"631","Kepler-345 c","Kepler-345",1,2,"Transit",2014,"Kepler",9.39,NA,0.181,NA,NA,"",NA,NA,NA,1,"",4722,0.82,0.79,NA,NA,"19h40m54.92s",295.2288521,"+45d58m15.76s",45.9710432,NA,-0.08,11.551,14.0341,"2023-01"
"632","Kepler-347 d","Kepler-347",1,3,"Transit",2023,"Kepler",85.51660156,NA,0.235,NA,NA,"",NA,NA,NA,0,"",5592,1.45,1,0.16,4.12,"19h16m47.90s",289.1995995,"+49d18m20.31s",49.3056404,1298.88,-0.149,13.047,14.4892,"2023-05"
"633","Kepler-37 b","Kepler-37",1,4,"Transit",2013,"Kepler",13.36702,0.1019,0.028,0.79,0.00249,"Mass",0.098,44.5,718,0,"",5357,0.79,0.79,-0.36,NA,"18h56m14.22s",284.0592503,"+44d31m06.14s",44.5183733,63.9207,-0.004,7.942,9.54988,"2023-04"
"634","Kepler-37 c","Kepler-37",1,4,"Transit",2013,"Kepler",21.301848,0.139,0.067,1.3,0.00409,"Mass",0.099,23.9,615,0,"",5357,0.79,0.79,-0.36,NA,"18h56m14.22s",284.0592503,"+44d31m06.14s",44.5183733,63.9207,-0.004,7.942,9.54988,"2023-04"
"635","Kepler-37 d","Kepler-37",1,4,"Transit",2013,"Kepler",39.7922622,0.2109,0.181,2,0.00629,"Mass",0.1,10.39,499,1,"",5357,0.79,0.79,-0.36,NA,"18h56m14.22s",284.0592503,"+44d31m06.14s",44.5183733,63.9207,-0.004,7.942,9.54988,"2023-04"
"636","Kepler-396 c","Kepler-396",1,2,"Transit",2013,"Kepler",88.5127,NA,NA,NA,NA,"",NA,NA,NA,1,"",5651,0.95,0.97,0.04,4.47,"19h44m31.88s",296.1328135,"+48d58m38.31s",48.9773095,223.757,-0.028,10.285,11.8286,"2023-03"
"637","Kepler-409 b","Kepler-409",1,1,"Transit",2014,"Kepler",68.9583216,0.3192,0.107,6,0.01888,"Mass",0.69,6.15,438,0,"",5421,0.9,0.91,0.05,NA,"19h34m43.01s",293.6792058,"+46d51m09.84s",46.8527337,68.173,-0.004,7.768,9.39109,"2023-04"
"638","Kepler-41 b","Kepler-41",1,1,"Transit",2011,"Kepler",1.85555756,NA,NA,NA,NA,"",NA,NA,NA,0,"G6 V",5620,1.02,1.12,0.29,4.47,"19h38m03.18s",294.5132465,"+45d58m53.92s",45.9816453,1093.08,-0.092,12.892,14.413,"2023-03"
"639","Kepler-416 d","Kepler-416",1,3,"Transit",2023,"Kepler",3.07641006,NA,0.154,NA,NA,"",NA,NA,NA,0,"",5670,1.02,0.95,0.06,4.4,"19h26m13.67s",291.5569554,"+39d13m38.25s",39.2272923,690.819,-0.092,12.51,14.0197,"2023-05"
"640","Kepler-422 b","Kepler-422",1,1,"Transit",2014,"Kepler",7.89144912,NA,NA,NA,NA,"",NA,NA,NA,0,"",5972,1.24,1.15,0.23,4.31,"18h50m31.11s",282.6296334,"+46d19m23.81s",46.3232807,722.795,-0.103,12.041,13.4233,"2023-03"
"641","Kepler-435 b","Kepler-435",1,1,"Transit",2015,"Kepler",8.6001545,NA,NA,NA,NA,"",0.114,NA,NA,0,"",6161,3.21,1.54,-0.18,3.61,"19h29m08.95s",292.2873012,"+43d11m50.12s",43.1972542,1418.77,-0.114,12.291,13.604,"2023-03"
"642","Kepler-447 b","Kepler-447",1,1,"Transit",2015,"Kepler",7.79430304,NA,NA,NA,NA,"",0.12,NA,NA,0,"G8 V",5493,1.05,1,0.07,4.4,"19h01m04.45s",285.2685283,"+48d33m35.58s",48.5598835,268.041,-0.069,10.806,12.3795,"2023-03"
"643","Kepler-454 b","Kepler-454",2,3,"Transit",2015,"Kepler",10.5737534,0.09528,0.211,5.4,0.01699,"Mass",0.32,117.7,916,0,"",5687,1.07,1.03,0.32,NA,"19h09m54.88s",287.4786474,"+38d13m44.67s",38.2290751,230.869,-0.021,9.968,11.4395,"2023-04"
"644","Kepler-454 c","Kepler-454",2,3,"Radial Velocity",2015,"Multiple Facilities",524.19,1.287,NA,1433.40612,4.51,"Msini",0.0053,NA,NA,0,"",5687,1.07,1.03,0.32,NA,"19h09m54.88s",287.4786474,"+38d13m44.67s",38.2290751,230.869,-0.021,9.968,11.4395,"2023-04"
"645","Kepler-454 d","Kepler-454",2,3,"Radial Velocity",2023,"Roque de los Muchachos Observatory",4073,5.1,NA,734.18362,2.31,"Msini",0.089,NA,NA,0,"",5687,1.07,1.03,0.32,NA,"19h09m54.88s",287.4786474,"+38d13m44.67s",38.2290751,230.869,-0.021,9.968,11.4395,"2023-04"
"646","Kepler-49 b","Kepler-49",1,4,"Transit",2012,"Kepler",7.2,NA,0.23,9.77,0.03074,"Mass",NA,NA,NA,1,"",4095.6,0.62,0.61,NA,NA,"19h29m10.68s",292.2945208,"+40d35m30.52s",40.5918123,311.222,-0.046,12.383,15.2293,"2023-01"
"647","Kepler-49 c","Kepler-49",1,4,"Transit",2012,"Kepler",10.91,NA,0.218,8.38,0.02637,"Mass",0.008,NA,NA,1,"",4095.6,0.62,0.61,NA,NA,"19h29m10.68s",292.2945208,"+40d35m30.52s",40.5918123,311.222,-0.046,12.383,15.2293,"2023-01"
"648","Kepler-5 b","Kepler-5",1,1,"Transit",2009,"Kepler",3.54846566,NA,NA,NA,NA,"",NA,NA,NA,0,"",6297,1.79,1.37,0.04,4.07,"19h57m37.69s",299.4070341,"+44d02m06.14s",44.0350387,899.777,-0.092,11.769,13.2263,"2023-03"
"649","Kepler-52 b","Kepler-52",1,3,"Transit",2012,"Kepler",7.88,NA,0.214,NA,NA,"",NA,NA,NA,1,"",4163.9,0.63,0.62,NA,NA,"19h06m57.12s",286.7380152,"+49d58m32.66s",49.9757383,321.542,-0.217,12.36,15.0589,"2023-01"
"650","Kepler-52 c","Kepler-52",1,3,"Transit",2012,"Kepler",16.38,NA,0.189,NA,NA,"",0.012,NA,NA,1,"",4163.9,0.63,0.62,NA,NA,"19h06m57.12s",286.7380152,"+49d58m32.66s",49.9757383,321.542,-0.217,12.36,15.0589,"2023-01"
"651","Kepler-538 b","Kepler-538",2,1,"Transit",2016,"Kepler",81.73778,0.3554,0.198,12.9,0.04059,"Mass",0.21,5.07,417,0,"",5534,0.87,0.89,-0.09,NA,"19h49m56.77s",297.4865503,"+49d37m24.23s",49.6233975,155.956,-0.018,9.645001,11.1647,"2023-04"
"652","Kepler-54 b","Kepler-54",1,3,"Transit",2012,"Kepler",8.01,NA,0.166,3.09,0.00972,"Mass",0.022,NA,NA,1,"",3853.9,0.52,0.52,NA,NA,"19h39m05.74s",294.7739245,"+43d03m22.31s",43.0561976,271.701,-0.423,12.648,15.8133,"2023-01"
"653","Kepler-54 c","Kepler-54",1,3,"Transit",2012,"Kepler",12.07,NA,0.151,2.1,0.00661,"Mass",NA,NA,NA,1,"",3853.9,0.52,0.52,NA,NA,"19h39m05.74s",294.7739245,"+43d03m22.31s",43.0561976,271.701,-0.423,12.648,15.8133,"2023-01"
"654","Kepler-549 d","Kepler-549",1,3,"Transit",2023,"Kepler",24.6147995,NA,0.406,NA,NA,"",NA,NA,NA,0,"",5312,0.99,0.86,0.16,4.38,"18h52m05.48s",283.0228527,"+47d15m40.12s",47.2611431,635.145,-0.149,12.826,14.6226,"2023-05"
"655","Kepler-57 b","Kepler-57",1,2,"Transit",2012,"Kepler",5.72,NA,0.28,25.06,0.07885,"Mass",0.0162,NA,NA,1,"",5187.9,0.83,0.86,NA,NA,"19h34m33.92s",293.6413146,"+44d39m25.45s",44.6570692,644.14,-0.126,12.897,14.7738,"2023-01"
"656","Kepler-57 c","Kepler-57",1,2,"Transit",2012,"Kepler",11.6,NA,0.196,6.86,0.02158,"Mass",0.0725,NA,NA,1,"",5187.9,0.83,0.86,NA,NA,"19h34m33.92s",293.6413146,"+44d39m25.45s",44.6570692,644.14,-0.126,12.897,14.7738,"2023-01"
"657","Kepler-58 b","Kepler-58",1,4,"Transit",2012,"Kepler",10.22,NA,0.189,NA,NA,"",0.04,NA,NA,1,"",5747,0.98,0.97,NA,NA,"19h45m26.07s",296.3586251,"+39d06m54.73s",39.1152033,969.252,-0.092,13.283,14.8663,"2023-01"
"658","Kepler-58 c","Kepler-58",1,4,"Transit",2012,"Kepler",15.57,NA,0.184,NA,NA,"",NA,NA,NA,1,"",5747,0.98,0.97,NA,NA,"19h45m26.07s",296.3586251,"+39d06m54.73s",39.1152033,969.252,-0.092,13.283,14.8663,"2023-01"
"659","Kepler-58 e","Kepler-58",1,4,"Transit",2023,"Kepler",4.45816994,NA,0.151,NA,NA,"",NA,NA,NA,0,"",6100,1.08,1.02,-0.12,4.38,"19h45m26.07s",296.3586251,"+39d06m54.73s",39.1152033,969.252,-0.092,13.283,14.8663,"2023-05"
"660","Kepler-6 b","Kepler-6",1,1,"Transit",2009,"Kepler",3.2346993,NA,NA,NA,NA,"",NA,NA,NA,0,"",5647,1.39,1.21,0.34,4.24,"19h47m20.94s",296.8372475,"+48d14m23.89s",48.2399695,587.039,-0.08,11.634,13.1714,"2023-03"
"661","Kepler-60 b","Kepler-60",1,3,"Transit",2012,"Kepler",7.1,NA,0.169,5.26,0.01655,"Mass",NA,NA,NA,1,"",6024,1.43,1.13,NA,NA,"19h15m50.70s",288.9612535,"+42d15m54.17s",42.2650472,1025.1,-0.137,12.516,13.9132,"2023-01"
"662","Kepler-60 c","Kepler-60",1,3,"Transit",2012,"Kepler",8.9,NA,0.183,3.84,0.01208,"Mass",0.039,NA,NA,1,"",6024,1.43,1.13,NA,NA,"19h15m50.70s",288.9612535,"+42d15m54.17s",42.2650472,1025.1,-0.137,12.516,13.9132,"2023-01"
"663","Kepler-60 d","Kepler-60",1,3,"Transit",2012,"Kepler",11.9,NA,0.224,4.4,0.01384,"Mass",0.002,NA,NA,1,"",6024,1.43,1.13,NA,NA,"19h15m50.70s",288.9612535,"+42d15m54.17s",42.2650472,1025.1,-0.137,12.516,13.9132,"2023-01"
"664","Kepler-619 d","Kepler-619",1,3,"Transit",2023,"Kepler",11.67889977,NA,0.391,NA,NA,"",NA,NA,NA,0,"",6122,0.96,1.04,-0.18,4.49,"19h23m23.78s",290.8490899,"+48d24m57.52s",48.4159782,900.678,-0.046,13.291,14.6704,"2023-05"
"665","Kepler-656 c","Kepler-656",1,2,"Transit",2023,"Kepler",5.25455999,NA,0.136,NA,NA,"",NA,NA,NA,0,"",5550,0.95,1.05,0.46,4.5,"19h13m18.69s",288.3278778,"+47d22m53.54s",47.381538,890.352,-0.183,13.503,15.337,"2023-05"
"666","Kepler-68 b","Kepler-68",2,4,"Transit",2013,"Kepler",5.39875259,0.06135,0.21,8.03,0.02527,"Mass",0.09,441,1275,0,"",5847,1.26,1.06,0.11,NA,"19h24m07.75s",291.0323102,"+49d02m24.77s",49.0402129,144.166,-0.004,8.588,9.93355,"2023-04"
"667","Kepler-68 c","Kepler-68",2,4,"Transit",2013,"Kepler",9.605027,0.09008,0.087,1.3,0.00409,"Mass",0.099,204,1052,0,"",5847,1.26,1.06,0.11,NA,"19h24m07.75s",291.0323102,"+49d02m24.77s",49.0402129,144.166,-0.004,8.588,9.93355,"2023-04"
"668","Kepler-68 d","Kepler-68",2,4,"Radial Velocity",2013,"W. M. Keck Observatory",632.62,1.469,NA,238.05348,0.749,"Msini",0.102,NA,NA,0,"",5847,1.26,1.06,0.11,NA,"19h24m07.75s",291.0323102,"+49d02m24.77s",49.0402129,144.166,-0.004,8.588,9.93355,"2023-04"
"669","Kepler-68 e","Kepler-68",2,4,"Radial Velocity",2023,"Roque de los Muchachos Observatory",3455,4.6,NA,86.44933,0.272,"Msini",0.33,NA,NA,0,"",5847,1.26,1.06,0.11,NA,"19h24m07.75s",291.0323102,"+49d02m24.77s",49.0402129,144.166,-0.004,8.588,9.93355,"2023-04"
"670","Kepler-7 b","Kepler-7",1,1,"Transit",2009,"Kepler",4.88548837,NA,NA,NA,NA,"",NA,NA,NA,0,"",5933,1.84,1.35,0.11,4.03,"19h14m19.56s",288.5814928,"+41d05m23.04s",41.0897335,922.562,-0.103,11.535,12.8649,"2023-03"
"671","Kepler-76 b","Kepler-76",1,1,"Orbital Brightness Modulation",2013,"Kepler",1.54492888,NA,NA,NA,NA,"",NA,NA,NA,0,"F",6409,1.32,1.2,-0.1,4.2,"19h36m46.11s",294.1921185,"+39d37m08.30s",39.6189727,822.96,-0.114,12.092,13.2755,"2023-03"
"672","Kepler-763 c","Kepler-763",1,3,"Transit",2023,"Kepler",4.09668016,NA,0.146,NA,NA,"",NA,NA,NA,0,"",4999,0.84,0.8,0.18,4.49,"19h28m34.69s",292.1445534,"+47d09m26.50s",47.1573604,962.459,-0.298,13.752,15.6824,"2023-05"
"673","Kepler-763 d","Kepler-763",1,3,"Transit",2023,"Kepler",6.50327015,NA,0.175,NA,NA,"",NA,NA,NA,0,"",4999,0.84,0.8,0.18,4.49,"19h28m34.69s",292.1445534,"+47d09m26.50s",47.1573604,962.459,-0.298,13.752,15.6824,"2023-05"
"674","Kepler-78 b","Kepler-78",2,1,"Transit",2013,"Kepler",0.35500745,0.00901,0.107,1.68,0.00529,"Mass",0,4070,2223,0,"",5058,0.75,0.78,-0.18,NA,"19h34m58.07s",293.7419543,"+44d26m53.71s",44.4482521,124.376,-0.034,9.586,11.5287,"2023-04"
"675","Kepler-784 c","Kepler-784",1,2,"Transit",2023,"Kepler",17.15699959,NA,0.158,NA,NA,"",NA,NA,NA,0,"",5676,1.49,1.02,0.1,4.1,"19h43m40.96s",295.9206663,"+47d26m55.02s",47.4486164,1303.72,-0.092,11.617,13.2634,"2023-05"
"676","Kepler-85 b","Kepler-85",1,4,"Transit",2012,"Kepler",8.3,NA,0.159,1.84,0.00579,"Mass",0.02,NA,NA,1,"",5505.2,0.88,0.93,NA,NA,"19h23m53.63s",290.9734395,"+45d17m24.99s",45.2902761,765.025,-0.057,13.083,14.766,"2023-01"
"677","Kepler-85 c","Kepler-85",1,4,"Transit",2012,"Kepler",12.51,NA,0.176,2.15,0.00676,"Mass",0.027,NA,NA,1,"",5505.2,0.88,0.93,NA,NA,"19h23m53.63s",290.9734395,"+45d17m24.99s",45.2902761,765.025,-0.057,13.083,14.766,"2023-01"
"678","Kepler-864 c","Kepler-864",1,2,"Transit",2023,"Kepler",2.42148995,NA,0.158,NA,NA,"",NA,NA,NA,0,"",6213,1.2,1.27,0.36,4.39,"19h00m13.70s",285.0570943,"+46d19m14.19s",46.3206074,2022.9,-0.149,14.218,15.7816,"2023-05"
"679","Kepler-865 c","Kepler-865",1,2,"Transit",2023,"Kepler",6.20917988,NA,0.095,NA,NA,"",NA,NA,NA,0,"",5440,0.89,0.78,-0.24,4.44,"19h50m53.81s",297.7242257,"+43d31m38.21s",43.5272796,586.137,-0.069,12.684,14.5036,"2023-05"
"680","Kepler-880 c","Kepler-880",1,2,"Transit",2023,"Kepler",11.80609989,NA,0.282,NA,NA,"",NA,NA,NA,0,"",6900,2.6,1.71,0,3.84,"18h47m53.10s",281.9712347,"+43d40m22.02s",43.6727839,601.324,-0.022,11.039,11.9642,"2023-05"
"681","Kepler-896 c","Kepler-896",1,2,"Transit",2023,"Kepler",29.54210091,NA,0.277,NA,NA,"",NA,NA,NA,0,"",5510,0.8,0.88,-0.16,4.57,"18h49m45.39s",282.4391402,"+43d44m03.94s",43.7344291,2334.93,-0.046,13.659,15.4307,"2023-05"
"682","Kepler-93 b","Kepler-93",1,2,"Transit",2014,"Kepler",4.72673978,0.05343,0.132,4.66,0.01466,"Mass",0,275,1133,0,"",5669,0.92,0.91,-0.18,NA,"19h25m40.35s",291.4181275,"+38d40m20.32s",38.6723124,95.9115,-0.004,8.37,9.86249,"2023-04"
"683","Kepler-949 c","Kepler-949",1,2,"Transit",2023,"Kepler",20.99720001,NA,0.461,NA,NA,"",NA,NA,NA,0,"",5211,0.9,0.82,0.08,4.45,"19h54m25.90s",298.6079128,"+46d27m13.18s",46.45366,486.105,-0.172,12.519,14.5084,"2023-05"
"684","Kepler-975 c","Kepler-975",1,2,"Transit",2023,"Kepler",5.05821991,NA,0.504,NA,NA,"",NA,NA,NA,0,"",4883,1.67,0.95,0.56,3.97,"19h22m11.64s",290.54851,"+38d29m42.87s",38.4952415,426.088,-0.046,12.19,14.4518,"2023-05"
"685","L 168-9 b","L 168-9",1,1,"Transit",2020,"Transiting Exoplanet Survey Satellite (TESS)",NA,NA,NA,NA,NA,"",NA,NA,NA,0,"",NA,NA,NA,NA,NA,"23h20m06.86s",350.0285917,"-60d03m56.63s",-60.0657292,25.1496,-0.018,7.082,10.2316,"2023-03"
"686","L 363-38 b","L 363-38",1,1,"Radial Velocity",2023,"Paranal Observatory",8.781,0.048,NA,4.67,0.01469,"Msini",NA,NA,330,0,"",3129,0.27,0.21,NA,4.97,"00h43m25.33s",10.8555443,"-41d17m43.05s",-41.2952926,10.2295,-0.025,7.71,11.5607,"2023-02"
"687","L 98-59 b","L 98-59",1,4,"Transit",2019,"Transiting Exoplanet Survey Satellite (TESS)",2.2531154,NA,NA,NA,NA,"",0.103,NA,NA,0,"M3 V",3367,0.31,0.31,-0.5,NA,"08h18m07.89s",124.5328604,"-68d18m52.08s",-68.3144658,10.6194,-0.017,7.101,10.5976,"2023-03"
